dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
jena_weather/H/medium,TIMEHEDGE,1241.1011904761904,1241.1011904761904,9.874083891369047,0.7484184638967576,2.195650461495502,0.6537422785683283,6.024610439559293,35.229266107544596,0.21557412733142983,0.06042127053062161,0.0484662646864876,Nature,21
jena_weather/H/short,TIMEHEDGE,1059.983291562239,1059.983291562239,8.076472104741018,0.5110692744604505,1.3831969656027467,0.6040067616959064,4.33767567917267,32.55738459339507,0.19957467161705772,0.04950825406457909,0.0399450391627891,Nature,21
kdd_cup_2018/D/short,TIMEHEDGE,2920.5947977965625,2920.5947977965625,21.23079904358044,1.1969226200008216,0.5201951874183114,0.46657871256737693,9.047823343917235,54.04252767771473,1.2106100231331138,0.4755924496085721,0.37699235845763013,Nature,1
kdd_cup_2018/H/long,TIMEHEDGE,3328.606404637892,3328.606404637892,17.3443033898032,0.7375697490494469,0.6330756216304316,0.44080463026146,6.2275364789342005,57.69407599258257,1.3537361293754535,0.4069674352812999,0.3288063728377042,Nature,1
kdd_cup_2018/H/medium,TIMEHEDGE,4370.081471348396,4370.081471348396,19.352459542416835,0.7964421582272384,0.6939621250595219,0.42639647756156396,7.272877172464685,66.1065917390119,1.3837306777976275,0.40508202367172697,0.33020767076550983,Nature,1
kdd_cup_2018/H/short,TIMEHEDGE,3728.3429531622296,3728.3429531622296,16.091290889529297,0.6586325821345994,0.5433626652523568,0.3607449270155018,5.58209118476285,61.06015847639301,1.2780996946726861,0.33681985906977413,0.27251422077806564,Nature,1
loop_seattle/5T/long,TIMEHEDGE,71.09455452356381,71.09455452356381,4.738719792741658,0.7531918902739431,0.14105105814426921,0.10779776169993766,5.817301717419108,8.43175868508841,0.14907521869845142,0.08378153548238508,0.06648378844592351,Transport,1
loop_seattle/5T/medium,TIMEHEDGE,59.866190418601654,59.866190418601654,4.425454086445433,0.7059831348752531,0.13521818981820216,0.10160721974722249,5.1175593714269505,7.7373245000194775,0.13766290368255601,0.07873792286369508,0.06196846917363368,Transport,1
loop_seattle/5T/short,TIMEHEDGE,39.04432051809211,39.04432051809211,3.429280183239003,0.5433294245280811,0.08901623154080197,0.07306965708855628,3.9089243168615955,6.248545472195278,0.10714875993339976,0.05880458432018879,0.0461870156191287,Transport,1
loop_seattle/D/short,TIMEHEDGE,17.71170343137255,17.71170343137255,2.8368646800825594,0.857475442204251,0.05275960317952222,0.05236503435731303,7.298329578313668,4.20852746591638,0.07521201228593039,0.05069856449788722,0.04132351027021486,Transport,1
